UMPD Case Number,Date Occurred,Report Date,Crime Type,Disposition,LOCATION
2017-00055003,2017-08-26 11:00:00,2017-08-26 13:30:00,Theft,Unfounded,3800 block of  Stadium  Dr
2017-00055047,2017-08-26 18:30:00,2017-08-26 18:52:00,Injured/Sick Person,CBE,4600 block of  Norwich  Rd
2017-00055103,2017-08-26 00:08:00,2017-08-26 22:08:00,Injured/Sick Person,CBE,4000 block of  Stadium  Dr
2017-00055109,2017-08-26 22:33:00,2017-08-26 22:33:00,Other Incident,CBE,7200 block of  Baltimore  Ave
2017-00055131,2017-08-27 00:40:00,2017-08-27 00:40:00,Injured/Sick Person,CBE,7300 block of  Hopkins  Ave
2017-00055132,2017-08-27 00:48:00,2017-08-27 00:48:00,Alcohol Violation,CBE,Knox  Rd
2017-00055137,2017-08-27 01:03:00,2017-08-27 01:03:00,Injured/Sick Person,CBE,Lot Z
2017-00055138,2017-08-27 01:09:00,2017-08-27 01:09:00,Injured/Sick Person,CBE,College  Ave
2017-00055139,2017-08-27 01:00:00,2017-08-27 01:10:00,Injured/Sick Person,CBE,Hagerstown Hall at 4000  Stadium  Dr
2017-00055140,2017-08-27 01:14:00,2017-08-27 01:14:00,Injured/Sick Person,CBE,4600 block of  River  Rd
2017-00055148,2017-08-27 01:39:00,2017-08-27 01:39:00,Injured/Sick Person,CBE,Hagerstown Hall at 4000  Stadium  Dr
2017-00055150,2017-08-27 01:57:00,2017-08-27 01:57:00,Injured/Sick Person,CBE,Hagerstown Hall at 4000  Stadium  Dr
2017-00055152,2017-08-27 02:15:00,2017-08-27 02:15:00,Injured/Sick Person,CBE,Princeton  Ave
2017-00055153,2017-08-27 02:18:00,2017-08-27 02:18:00,Injured/Sick Person,CBE,7400 block of  Baltimore  Ave
2017-00055164,2017-08-27 05:07:00,2017-08-27 05:07:00,DWI/DUI,Arrest,University  Blvd
2017-00055177,2017-08-27 08:22:00,2017-08-27 08:22:00,Assist Other Agency,CBE,7400 block of  Preinkert  Dr
2017-00055200,2017-08-27 10:40:00,2017-08-27 10:40:00,Injured/Sick Person,CBE,Ellicott Area Dining Hall at 4028  Stadium  Dr
2017-00055250,2017-08-26 22:30:00,2017-08-27 14:57:00,Assist Other Agency,CBE,"Terrapin Row, Terrapin Row #2, Terrapin Row 2, TR2 at 4300  Hartwick  Rd"
2017-00055317,2017-08-27 07:15:00,2017-08-27 20:10:00,Indecent Exposure (Title IX Related),Arrest,Campus  Dr
2017-00055377,2017-08-28 02:05:00,2017-08-28 02:05:00,CDS Violation,Arrest,Baltimore  Ave
2017-00055383,2017-08-28 02:59:00,2017-08-28 02:59:00,DWI/DUI,Arrest,Baltimore  Ave
2017-00055392,2017-08-27 20:30:00,2017-08-28 06:52:00,Theft,Suspended,Leonardtown #238 at 4608  Norwich  Rd
2017-00055403,2017-08-27 22:00:00,2017-08-28 08:08:00,Theft,Suspended,4000 block of  Stadium  Dr
2017-00055431,2017-08-28 10:25:00,2017-08-28 10:31:00,Injured/Sick Person,CBE,4000 block of  Campus  Dr
2017-00055439,2017-08-25 19:30:00,2017-08-28 11:18:00,Theft,Unfounded,"Eppley Recreation Center, ERC at 4128  Valley  Dr"
2017-00055445,2017-08-28 11:52:00,2017-08-28 11:52:00,Injured/Sick Person,CBE,Health Center at 3983  Campus  Dr
2017-00055452,2017-08-28 12:51:00,2017-08-28 12:51:00,Injured/Sick Person,CBE,Regents  Dr
2017-00055552,2017-08-28 21:10:00,2017-08-28 21:10:00,CDS Violation,Arrest,4200 block of  Lehigh  Rd
2017-00055601,2017-08-28 22:30:00,2017-08-28 23:43:00,Theft,Suspended,Allegany Hall at 4299  Lehigh  Rd
2017-00055681,2017-08-29 09:30:00,2017-08-29 10:36:00,Suspicious Activity,Suspended,7500 block of  Regents  Dr
2017-00055812,2017-08-28 19:30:00,2017-08-29 21:06:00,Dept Property Damage/Loss,Unfounded,7500 block of  Baltimore  Ave
2017-00055859,2017-08-30 01:05:00,2017-08-30 01:05:00,Suspicious Activity,CBE,"Chapel, Memorial Chapel at 7744  Regents  Dr"
2017-00055904,2017-08-30 09:30:00,2017-08-30 10:01:00,Other Incident,CBE,7600 block of  Library  Ln
2017-00055930,2017-08-30 12:00:00,2017-08-30 12:51:00,Dept Property Damage/Loss,CBE,7500 block of  Baltimore  Ave
2017-00055931,2017-08-30 12:50:00,2017-08-30 12:53:00,Assist Other Agency,CBE,7500 block of  Princeton  Ave
2017-00055934,2017-08-30 13:22:00,2017-08-30 13:22:00,Accident - Departmental,CBE,7300 block of  Baltimore  Ave
2017-00055939,2017-08-30 14:16:00,2017-08-30 14:16:00,Harassment/Stalking,Active/Pending,3900 block of  Campus  Dr
2017-00056041,2017-08-30 20:41:00,2017-08-30 20:51:00,Damage to State Property,CBE,7600 block of  Library  Ln
2017-00056054,2017-08-30 21:35:00,2017-08-30 21:40:00,CDS Violation,CBE,Wicomico Hall at 7218  Preinkert  Dr
2017-00056106,2017-08-31 00:55:00,2017-08-31 00:55:00,Assist Other Agency,CBE,7400 block of  Columbia  Ave
2017-00056113,2017-08-31 01:39:00,2017-08-31 01:39:00,Injured/Sick Person,CBE,3900 block of  Denton Service  Ln
2017-00056137,2017-08-31 04:03:00,2017-08-31 04:03:00,Burglary (Title IX Related),Active/Pending,4000 block of  Stadium  Dr
2017-00056236,2017-08-26 13:45:00,2017-08-31 18:23:00,Theft,Active/Pending,"Eppley Recreation Center, ERC at 4128  Valley  Dr"
2017-00056273,2017-08-31 19:00:00,2017-08-31 20:38:00,Theft,Unfounded,"Eppley Recreation Center, ERC at 4128  Valley  Dr"
2017-00056310,2017-08-31 23:30:00,2017-08-31 23:30:00,Injured/Sick Person,CBE,4100 block of  Valley  Dr
2017-00056311,2017-08-31 23:30:00,2017-08-31 23:36:00,Noise Complaint,CBE,7500 block of  Dickinson  Ave
2017-00056327,2017-09-01 00:15:00,2017-09-01 01:49:00,Assist Other Agency,CBE,7300 block of  Baltimore  Ave
2017-00056328,2017-09-01 01:51:00,2017-09-01 01:51:00,Injured/Sick Person,CBE,3800 block of  Stadium  Dr
2017-00056338,2017-09-01 03:37:00,2017-09-01 03:37:00,Injured/Sick Person,CBE,7000 block of  Preinkert  Dr
2017-00056344,2017-09-01 01:00:00,2017-09-01 04:27:00,Other Incident,CBE,Knox  Rd
2017-00056396,2017-09-01 00:00:00,2017-09-01 09:59:00,Suspicious Activity,CBE,"Clarice Smith Performing Arts Center, CSPAC at 8270  Alumni  Dr"
2017-00056535,2017-09-01 21:41:00,2017-09-01 21:41:00,Injured/Sick Person,CBE,"Kehoe Track, Kehoe Track at Ludwig Field, Ludwig Field at 7898  Championship  Ln"
2017-00056569,2017-09-01 23:27:00,2017-09-01 23:27:00,Injured/Sick Person,CBE,Annapolis Hall at 7626  Regents  Dr
2017-00056570,2017-09-01 18:30:00,2017-09-01 23:28:00,Theft,CBE,Riggs Alumni Center at 7801  Alumni  Dr
2017-00056589,2017-09-02 01:00:00,2017-09-02 01:00:00,Injured/Sick Person,CBE,Hagerstown Hall at 4000  Stadium  Dr
2017-00056599,2017-09-02 02:04:00,2017-09-02 02:04:00,Injured/Sick Person,CBE,4200 block of  Lehigh  Rd
2017-00056611,2017-09-02 03:41:00,2017-09-02 03:41:00,Suspicious Activity,Suspended,3800 block of  Stadium  Dr
2017-00056612,2017-09-02 03:47:00,2017-09-02 03:47:00,DWI/DUI,Arrest,University  Blvd
2017-00056730,2017-09-02 20:02:00,2017-09-02 20:02:00,DWI/DUI,Arrest,Baltimore  Ave
2017-00056745,2017-09-02 22:50:00,2017-09-02 22:55:00,CDS Violation,Arrest,4200 block of  Valley  Dr
2017-00056753,2017-09-03 00:05:00,2017-09-03 00:05:00,CDS Violation,CBE,7500 block of  Preinkert  Dr
2017-00056765,2017-09-03 01:57:00,2017-09-03 01:57:00,Injured/Sick Person,CBE,3900 block of  Denton Service  Ln
2017-00056769,2017-09-03 00:52:00,2017-09-03 02:03:00,Injured/Sick Person,CBE,4600 block of  Harvard  Rd
2017-00056775,2017-09-03 03:21:00,2017-09-03 03:21:00,Injured/Sick Person,CBE,3800 block of  Stadium  Dr
2017-00056938,2017-09-03 07:30:00,2017-09-03 22:20:00,Rape (Title IX Related),CBE,3900 block of  Denton Service  Ln
2017-00056951,2017-09-03 22:45:00,2017-09-03 22:47:00,Suspicious Activity,CBE,Oakland Hall at 3912  Denton Service  Ln
2017-00056958,2017-09-03 23:27:00,2017-09-03 23:27:00,Injured/Sick Person,CBE,4200 block of  Farm  Dr
2017-00056976,2017-09-02 19:30:00,2017-09-04 01:17:00,Theft,Active/Pending,Dorchester Hall at 3947  Campus  Dr
2017-00057075,2017-09-04 11:37:00,2017-09-04 11:37:00,Warrant/Summons Service,Arrest,University  Blvd
2017-00057124,2017-08-25 16:00:00,2017-09-04 15:21:00,Theft,Unfounded,7000 block of  Preinkert  Dr
2017-00057142,2017-09-04 16:33:00,2017-09-04 16:33:00,Injured/Sick Person,CBE,7400 block of  Dickinson  Ave
2017-00057145,2017-09-04 17:18:00,2017-09-04 17:18:00,Injured/Sick Person,CBE,Rhode Island  Ave
2017-00057151,2017-09-04 18:24:00,2017-09-04 18:24:00,Injured/Sick Person,CBE,Lefrak Hall at 7251  Preinkert  Dr
2017-00057152,2017-09-04 18:35:00,2017-09-04 18:35:00,Assist Other Agency,CBE,4600 block of  Harvard  Rd
2017-00057229,2017-09-05 01:45:00,2017-09-05 01:45:00,CDS Violation,Arrest,Baltimore  Ave
2017-00057312,2017-08-29 08:00:00,2017-09-05 12:18:00,Theft,Suspended,Van Munching Hall at 7699  Mowatt  Ln
2017-00057317,2017-09-05 12:40:00,2017-09-05 13:12:00,Assist Other Agency,CBE,5300 block of  Campus Dr
2017-00057346,2017-09-05 15:35:00,2017-09-05 16:35:00,Disorderly Conduct,CBE,"Lee Building, South Administration at 7809  Regents  Dr"
2017-00057400,2017-09-05 23:00:00,2017-09-05 23:56:00,Injured/Sick Person,CBE,4000 block of  Stadium  Dr
2017-00057421,2017-09-06 01:01:00,2017-09-06 01:01:00,DWI/DUI,Arrest,McDonald's at 8301  Baltimore  Ave
2017-00057463,2017-09-06 04:55:00,2017-09-06 04:55:00,Warrant/Summons Service,CBE,Baltimore  Ave
2017-00057607,2017-09-06 21:25:00,2017-09-06 21:31:00,Title IX Incident Non Criminal,CBE,3900 block of  Denton Service  Ln
2017-00057649,2017-09-07 00:36:00,2017-09-07 00:36:00,Injured/Sick Person,CBE,7300 block of  Princeton  Ave
2017-00057668,2017-09-07 01:51:00,2017-09-07 01:51:00,CDS Violation,Arrest,Baltimore  Ave
2017-00057674,2017-09-07 02:08:00,2017-09-07 02:08:00,CDS Violation,Arrest,Baltimore  Ave
2017-00057735,2017-09-05 09:30:00,2017-09-07 09:28:00,Theft,Arrest,"HHP, PERH, Public Health, School of Public Health Building, SPH at 4200  Valley  Dr"
2017-00057756,2017-09-07 12:59:00,2017-09-07 12:59:00,Injured/Sick Person,CBE,3900 block of  Campus  Dr
2017-00057757,2017-09-07 13:00:00,2017-09-07 13:06:00,Injured/Sick Person,CBE,7700 block of  Baltimore  Ave
2017-00057780,2017-09-07 17:06:00,2017-09-07 17:06:00,Injured/Sick Person,CBE,"Comcast Center, Xfinity Center at 8500  Paint Branch  Dr"
2017-00057887,2017-09-08 01:08:00,2017-09-08 01:08:00,Injured/Sick Person,CBE,Hopkins  Ave
2017-00057893,2017-09-08 01:25:00,2017-09-08 01:25:00,Injured/Sick Person,CBE,"La Plata Hall, LaPlata hall at 4121  Farm  Dr"
2017-00057908,2017-09-08 02:10:00,2017-09-08 02:10:00,Injured/Sick Person,CBE,Campus  Dr
2017-00057910,2017-09-08 02:15:00,2017-09-08 02:17:00,Assault,Arrest,College  Ave
2017-00057923,2017-09-08 01:40:00,2017-09-08 03:40:00,Injured/Sick Person,CBE,3800 block of  Stadium  Dr
2017-00057929,2017-09-08 04:04:00,2017-09-08 04:04:00,Injured/Sick Person,CBE,4100 block of  Valley  Dr
2017-00057994,2017-09-07 12:00:00,2017-09-08 12:21:00,Theft,Suspended,4000 block of  Stadium  Dr
2017-00058007,2017-09-06 16:30:00,2017-09-08 14:53:00,Stolen Motor Vehicle,Unfounded,"DOTS, Lot B, Lot RR, PG2, RDG, Regents Drive Parking Garage, WAM Lab at 8056  Regents  Dr"
2017-00058009,2017-09-08 11:50:00,2017-09-08 15:03:00,Theft,Unfounded,Farm  Dr
2017-00058011,2017-09-08 15:24:00,2017-09-08 15:24:00,Injured/Sick Person,CBE,"Comcast Center, Xfinity Center at 8500  Paint Branch  Dr"
2017-00058109,2017-09-08 22:55:00,2017-09-08 23:08:00,Injured/Sick Person,CBE,"Cole Field House, Cole Student Activities Building, Driscoll Center at 4090  Union  Dr"
2017-00058126,2017-08-26 02:30:00,2017-09-08 23:58:00,Assist Other Agency (Title IX Related),Active/Pending,4700 block of  Norwich  Rd
2017-00058127,2017-09-09 00:01:00,2017-09-09 00:04:00,Theft,Active/Pending,Valley  Dr
2017-00058168,2017-09-09 02:47:00,2017-09-09 02:47:00,Accident - Departmental,CBE,5000 block of  Briarwood Rd
2017-00058170,2017-09-09 03:10:00,2017-09-09 03:10:00,DWI/DUI,Arrest,Adelphi  Rd
2017-00058213,2017-09-09 00:02:00,2017-09-09 11:33:00,Vandalism,Warrant Issued,Lot GG1
2017-00058216,2017-09-09 11:54:00,2017-09-09 11:54:00,Injured/Sick Person,CBE,Lot 1b
2017-00058221,2017-09-09 12:22:00,2017-09-09 12:22:00,Injured/Sick Person,CBE,"Capital One Field at Maryland Stadium, Maryland Stadium"
2017-00058233,2017-09-09 13:24:00,2017-09-09 13:24:00,Injured/Sick Person,CBE,Van Munching Hall at 7699  Mowatt  Ln
2017-00058272,2017-09-09 18:11:00,2017-09-09 18:11:00,Injured/Sick Person,CBE,Van Munching Hall at 7699  Mowatt  Ln
2017-00058329,2017-09-09 23:37:00,2017-09-09 23:37:00,Theft,Juvenile Arrest,Girard  Ave
2017-00058340,2017-09-10 01:10:00,2017-09-10 01:20:00,Trespassing,Arrest,4500 block of  Knox  Rd
2017-00058352,2017-09-10 03:10:00,2017-09-10 03:10:00,DWI/DUI,Arrest,Adelphi  Rd
2017-00058459,2017-09-10 18:25:00,2017-09-10 18:25:00,Assist Other Agency,CBE,3700 block of  Campus  Dr
2017-00058469,2017-09-10 20:25:00,2017-09-10 20:25:00,Other Incident,CBE,"A James Clark Hall, A. James Clark Hall, A.J. Clark Hall, Clark Hall at 8278  Paint Branch  Dr"
2017-00058482,2017-09-09 19:00:00,2017-09-10 22:03:00,Assist Other Agency,CBE,4600 block of  Knox  Rd
2017-00058509,2017-09-10 23:20:00,2017-09-10 23:25:00,CDS Violation,CBE,Caroline Hall at 7154  Preinkert  Dr
2017-00058523,2017-09-11 00:22:00,2017-09-11 00:22:00,Emergency Petition,CBE,4300 block of  Knox  Rd
2017-00058528,2017-09-11 01:11:00,2017-09-11 01:11:00,Warrant/Summons Service,Arrest,4400 block of  Knox  Rd
2017-00058594,2017-09-07 05:00:00,2017-09-11 08:39:00,Stolen Motor Vehicle,Active/Pending,"Comcast Center, Xfinity Center at 8500  Paint Branch  Dr"
2017-00058610,2017-06-15 12:00:00,2017-09-11 10:35:00,Theft,Suspended,"H.J. Patterson Hall, HJ Patterson Hall at 4065  Campus  Dr"
2017-00058645,2017-09-11 13:37:00,2017-09-11 13:37:00,Vandalism,Arrest,Mckeldin Mall
2017-00058664,2017-09-08 15:00:00,2017-09-11 16:44:00,Theft,Suspended,8000 block of  Boteler  Ln
2017-00058682,2017-09-11 02:50:00,2017-09-11 18:32:00,Injured/Sick Person,CBE,"Brendan Iribe Center, Iribe Center at 8125  Paint Branch  Dr"
2017-00058770,2017-09-12 01:40:00,2017-09-12 01:40:00,DWI/DUI,Arrest,Knox  Rd
2017-00058773,2017-09-12 02:16:00,2017-09-12 02:16:00,DWI/DUI,Arrest,Baltimore  Ave
2017-00058774,2017-09-12 02:14:00,2017-09-12 02:14:00,Injured/Sick Person,CBE,3900 block of  Denton Service  Ln
2017-00058862,2017-09-12 15:23:00,2017-09-12 15:23:00,Injured/Sick Person,CBE,8000 block of  Regents  Dr
2017-00058877,2017-09-01 22:00:00,2017-09-12 16:41:00,Assist Other Agency,CBE,"Terrapin Row #1, Terrapin Row 1, TR1 at 4207  Knox  Rd"
2017-00058987,2017-09-13 00:38:00,2017-09-13 00:38:00,DWI/DUI,Arrest,Baltimore  Ave
2017-00058993,2017-09-13 01:03:00,2017-09-13 01:03:00,Injured/Sick Person,CBE,"Leonardtown #250, Leonardtown Community Center at 7559  Yale  Ave"
2017-00059008,2017-09-13 02:01:00,2017-09-13 02:01:00,CDS Violation,Arrest,4500 block of  Knox  Rd
2017-00059084,2017-09-13 11:30:00,2017-09-13 11:34:00,Other Incident (Title IX Related),Unfounded,Plant Sciences Building at 4291  Fieldhouse  Dr
2017-00059106,2017-09-07 12:00:00,2017-09-13 15:12:00,Injured/Sick Person,CBE,7600 block of  Regents  Dr
2017-00059125,2017-09-13 16:09:00,2017-09-13 16:09:00,CDS Violation,Arrest,University  Blvd
2017-00059131,2017-09-13 17:12:00,2017-09-13 17:12:00,Injured/Sick Person,CBE,Plant Sciences Building at 4291  Fieldhouse  Dr
2017-00059182,2017-09-10 21:30:00,2017-09-13 22:17:00,Theft from Auto,Suspended,Lot 3
2017-00059226,2017-09-14 01:41:00,2017-09-14 01:41:00,Injured/Sick Person,CBE,4400 block of  Knox  Rd
2017-00059227,2017-09-14 01:57:00,2017-09-14 01:57:00,Suspicious Activity,CBE,"Edward St. John Learning and Teching Center, ESJ at 4131  Campus  Dr"
2017-00059229,2017-09-14 02:30:00,2017-09-14 02:30:00,Injured/Sick Person,CBE,7500 block of  Regents  Dr
2017-00059324,2017-09-14 16:11:00,2017-09-14 16:11:00,Vandalism,Suspended,7600 block of  Library  Ln
2017-00059330,2017-09-14 00:30:00,2017-09-14 17:20:00,Assist Other Agency,CBE,8200 block of  55th  Ave
2017-00059336,2017-09-14 19:03:00,2017-09-14 19:03:00,Other Incident,CBE,Van Munching Hall at 7699  Mowatt  Ln
2017-00059393,2017-09-15 02:00:00,2017-09-15 03:00:00,Injured/Sick Person (Title IX Related),CBE,Main Administration Building at 7901  Regents  Dr
2017-00059411,2017-09-15 05:59:00,2017-09-15 05:59:00,Injured/Sick Person,CBE,4300 block of  Guilford  Dr
2017-00059429,2017-09-15 07:44:00,2017-09-15 08:12:00,Suspicious Activity,Active/Pending,7500 block of  Baltimore  Ave
2017-00059451,2017-09-14 16:00:00,2017-09-15 11:11:00,Theft,Suspended,4200 block of  Valley  Dr
2017-00059453,2017-09-10 08:00:00,2017-09-15 11:26:00,Telephone/EMail Misuse,CBE,4500 block of  College  Ave
2017-00059496,2017-09-15 17:04:00,2017-09-15 17:04:00,Vandalism,CBE,7600 block of  Library  Ln
2017-00059529,2017-02-18 13:00:00,2017-09-15 21:05:00,Assist Other Agency (Title IX Related),CBE,7400 block of  Dickinson  Ave
2017-00059573,2017-09-15 23:06:00,2017-09-15 23:06:00,Assist Other Agency,CBE,4300 block of  Knox  Rd
2017-00059576,2017-09-15 23:45:00,2017-09-15 23:46:00,Injured/Sick Person,CBE,3900 block of  Campus  Dr
2017-00059594,2017-09-16 00:56:00,2017-09-16 00:56:00,DWI/DUI,Arrest,Quality Inn at 7200  Baltimore  Ave
2017-00059604,2017-09-16 01:43:00,2017-09-16 01:43:00,DWI/DUI,Arrest,"MFRI, MFRI Office/Classroom Building at 4500  Campus  Dr"
2017-00059619,2017-09-16 03:38:00,2017-09-16 03:38:00,Assist Other Agency (Title IX Related),Active/Pending,4500 block of  Guilford  Rd
2017-00059652,2014-09-16 09:44:00,2017-09-16 09:11:00,Assist Other Agency,CBE,7500 block of  Rhode Island  Ave
2017-00059688,2017-09-14 19:00:00,2017-09-16 13:05:00,Other Incident,CBE,8000 block of  Boteler  Ln
2017-00059690,2017-09-15 10:00:00,2017-09-16 13:31:00,Theft,Suspended,"Graham Cracker, Lot 15"
2017-00059712,2017-09-16 15:30:00,2017-09-16 15:30:00,CDS Violation,Arrest,"PG3, SDG, Stadium Drive Parking Garage at 4025  Stadium  Dr"
2017-00059717,2017-09-16 16:51:00,2017-09-16 16:51:00,Other Incident,CBE,"La Plata Hall, LaPlata hall at 4121  Farm  Dr"
2017-00059728,2017-09-14 16:00:00,2017-09-16 17:42:00,Title IX Incident Non Criminal,CBE,7600 block of  Library  Ln
2017-00059803,2017-09-16 23:50:00,2017-09-16 23:55:00,Injured/Sick Person,CBE,7500 block of  Preinkert  Dr
2017-00059808,2017-09-17 00:20:00,2017-09-17 00:11:00,Assist Other Agency,CBE,7500 block of  Baltimore  Ave
2017-00059811,2017-09-17 00:15:00,2017-09-17 00:15:00,Injured/Sick Person,CBE,7500 block of  Hopkins  Ave
2017-00059855,2017-09-17 02:01:00,2017-09-17 02:01:00,Injured/Sick Person,CBE,Knox  Rd
2017-00059884,2017-09-17 04:04:00,2017-09-17 04:04:00,DWI/DUI,Arrest,Metzerott  Rd
2017-00059912,2017-09-17 11:30:00,2017-09-17 11:59:00,Dept Property Damage/Loss,CBE,"Capital One Field at Maryland Stadium, Maryland Stadium"
2017-00059924,2017-09-16 21:30:00,2017-09-17 14:32:00,Assault,CBE,13  Fraternity  Row
2017-00059973,2017-09-17 18:12:00,2017-09-17 18:12:00,Theft,Unfounded,7500 block of  Mowatt  Ln
2017-00060016,2017-09-17 21:30:00,2017-09-17 22:13:00,Injured/Sick Person,CBE,3800 block of  Stadium  Dr
2017-00060018,2017-09-09 00:00:00,2017-09-17 22:19:00,Other Incident,CBE,3900 block of  Denton Service  Ln
2017-00060019,2017-09-17 22:20:00,2017-09-17 22:29:00,Suspicious Person/Auto,Active/Pending,"Leonardtown, Leonardtown #201, Leonardtown Leonardtown Office Building at 4725  Rossborough  Ln"
2017-00060090,2017-09-17 23:00:00,2017-09-18 04:10:00,Injured/Sick Person,CBE,Health Center at 3983  Campus  Dr
2017-00060108,2017-09-18 08:14:00,2017-09-18 08:14:00,Injured/Sick Person,CBE,7600 block of  Library  Ln
2017-00060151,2017-09-17 16:00:00,2017-09-18 11:18:00,Other Incident,CBE,"Clarice Smith Performing Arts Center, CSPAC at 8270  Alumni  Dr"
2017-00060164,2017-09-15 13:00:00,2017-09-18 11:42:00,Theft,CBE,Wicomico Hall at 7218  Preinkert  Dr
2017-00060186,2017-09-18 13:05:00,2017-09-18 13:05:00,Injured/Sick Person,CBE,7200 block of  Preinkert  Dr
2017-00060194,2017-09-18 08:00:00,2017-09-18 13:42:00,Title IX Incident Non Criminal,CBE,8200 block of  Baltimore  Ave
2017-00060199,2017-09-08 17:00:00,2017-09-18 14:23:00,False Report/Statement,Active/Pending,Lot RR2
2017-00060209,2017-09-18 15:25:00,2017-09-18 15:25:00,Hazardous Condition,CBE,"Arena Drive Parking Garage, Lot 6, PG4, Terrapin Trail Parking Garage, TTG at 4155  Terrapin  Trl"
2017-00060212,2017-09-18 16:32:00,2017-09-18 16:32:00,Emergency Petition,CBE,8000 block of  Boteler  Ln
2017-00060235,2017-09-18 19:57:00,2017-09-18 19:57:00,Title IX Incident Non Criminal,Active/Pending,Biology-Psychology Building at 4094  Campus  Dr
2017-00060346,2017-09-19 02:53:00,2017-09-19 02:53:00,DWI/DUI,Arrest,"College Park Shopping Center, CVS at 7300  Baltimore  Ave"
2017-00060495,2017-09-09 12:12:00,2017-09-19 12:12:00,Suspicious Activity,CBE,Lot 1b
2017-00060511,2017-09-13 09:00:00,2017-09-19 15:22:00,Theft,Active/Pending,"Eppley Recreation Center, ERC at 4128  Valley  Dr"
2017-00060520,2017-09-19 15:59:00,2017-09-19 15:59:00,CDS Violation,CBE,Delta Sigma Phi at 4300  Knox  Rd
2017-00060526,2017-07-14 12:00:00,2017-09-19 16:39:00,Burglary,Suspended,4000 block of  Union  Dr
2017-00060553,2017-09-19 19:30:00,2017-09-19 20:03:00,Injured/Sick Person,CBE,7300 block of  Preinkert  Dr
2017-00060564,2017-09-19 21:26:00,2017-09-19 21:26:00,Injured/Sick Person,CBE,7000 block of  Preinkert  Dr
2017-00060588,2017-09-19 23:02:00,2017-09-19 23:02:00,Other Incident,CBE,Ellicott Area Dining Hall at 4028  Stadium  Dr
2017-00060650,2017-09-20 02:22:00,2017-09-20 02:22:00,DWI/DUI,Arrest,"A.V. Williams Building, AV Williams at 8223  Paint Branch  Dr"
2017-00060730,2017-09-20 09:37:00,2017-09-20 09:37:00,Suspicious Activity,CBE,Field Hockey & Lacrosse Complex at 8483  Paint Branch  Dr
2017-00060772,2017-09-17 19:00:00,2017-09-20 13:37:00,Theft,Suspended,"Comcast Center, Xfinity Center at 8500  Paint Branch  Dr"
2017-00060833,2017-09-20 20:00:00,2017-09-20 20:11:00,Theft,Active/Pending,7000 block of  Preinkert  Dr
